"perse","activity","start_time","xcoord","ycoord"
"928","home","0316",771214,5758565
"928","work","0852",779012.88562,5744520.34118
"928","shops","1627",790357.10312,5752184.65303
"928","home","2056",771214,5758565
"929","home","0000",785205,5757576
"929","other","0705",777888.65052,5762548.96247
"929","shops","0829",789902.15203,5752276.48654
"929","other","1040",789863.66729,5753170.47836
"929","beach","1359",786255.54497,5747965.81546
"929","home","1426",785205,5757576
"929","work","1748",778210.63486,5744138.97464
"929","home","2359",785205,5757576
"930","home","0000",782441,5758864
"930","other","0120",792837.45553,5769972.52889
"930","home","0330",782441,5758864
"930","other","0735",790829.71368,5755284.52525
"930","shops","0827",778279.66613,5743500.15352
"930","other","1122",792837.45553,5769972.52889
"930","beach","1455",790006.00295,5750945.9283
"930","shops","1611",759317.42351,5729964.86105
"930","home","1844",782441,5758864
"931","home","0000",773397,5754805
"931","shops","0858",790670.88255,5752085.50432
"931","work","1053",786334.34808,5764005.76275
"931","home","1922",773397,5754805
"932","home","0000",786675,5762222
"932","work","0946",786334.34808,5764005.76275
"932","home","1628",786675,5762222
"933","home","0000",787020,5753626
"933","work","1146",789848.05453,5752795.44381
"933","other","1932",789863.66729,5753170.47836
"933","home","2120",787020,5753626
"934","home","0000",782087,5762404
"934","shops","1317",789974.17245,5752810.54643
"934","work","1726",790484.60538,5754857.18225
"934","home","2359",782087,5762404
"935","home","0000",784864,5761477
"935","shops","0815",790670.88255,5752085.50432
"935","other","1145",789863.66729,5753170.47836
"935","beach","1338",794920.60169,5772690.71159
"935","other","1543",790829.71368,5755284.52525
"935","work","1651",786334.34808,5764005.76275
"935","home","2359",784864,5761477
"936","home","0000",780026,5763300
"936","work","1112",777196.72455,5744398.58775
"936","home","1941",780026,5763300
"937","home","0000",787275,5763448
"937","work","0801",786334.34808,5764005.76275
"937","home","1620",787275,5763448
"937","other","1915",793202.25852,5769898.53301
"937","home","2041",787275,5763448
"938","home","0000",777749,5752822
"938","beach","0930",778406.90316,5743587.79637
"938","home","1125",777749,5752822
"938","other","1521",777888.65052,5762548.96247
"938","work","1658",778463.2759,5744455.4553
"938","home","2359",777749,5752822
"939","home","0000",783237,5762387
"939","work","0412",786334.34808,5764005.76275
"939","beach","1351",794242.078,5754370.29551
"939","home","1642",783237,5762387
"940","home","0000",774704,5762325
"940","work","0642",792919.68545,5754526.38383
"940","beach","1433",790641.84348,5751394.20125
"940","shops","1624",790505.64718,5752116.69154
"940","home","2047",774704,5762325
"941","home","0000",780223,5756173
"941","other","0054",789863.66729,5753170.47836
"941","home","0201",780223,5756173
"941","work","0820",793249.38427,5770567.6814
"941","home","1602",780223,5756173
"941","other","2025",778779.70651,5745319.61958
"941","home","2336",780223,5756173
"942","home","0000",781838,5758900
"942","work","1029",777196.72455,5744398.58775
"942","home","1839",781838,5758900
"943","home","0000",782451,5752743
"943","work","0933",790098.62271,5754759.19639
"943","home","1707",782451,5752743
"944","home","0000",771684,5764243
"944","other","0043",759210.79384,5730135.73036
"944","home","0322",771684,5764243
"944","work","0427",789848.05453,5752795.44381
"944","home","1208",771684,5764243
"944","beach","1401",790861.74053,5752552.89152
"944","home","1613",771684,5764243
"944","other","1914",790829.71368,5755284.52525
"944","home","2060",771684,5764243
"945","home","0000",787282,5758681
"945","work","0814",771120.82582,5738818.00056
"945","other","1607",789863.66729,5753170.47836
"945","shops","1914",792871.83966,5770473.28821
"945","other","2115",790829.71368,5755284.52525
"945","home","2217",787282,5758681
"946","home","0000",773359,5761077
"946","other","0323",778779.70651,5745319.61958
"946","home","0411",773359,5761077
"946","work","0959",761856.89786,5763333.34179
"946","shops","1743",789974.17245,5752810.54643
"946","home","1854",773359,5761077
"947","home","0000",771909,5758240
"947","other","0847",777888.65052,5762548.96247
"947","shops","1127",778482.57737,5744462.75843
"947","beach","1302",790599.42678,5751665.27
"947","shops","1740",777902.25512,5762634.6724
"947","home","1803",771909,5758240
"948","home","0000",776378,5759521
"948","work","0401",771120.82582,5738818.00056
"948","beach","1336",778406.90316,5743587.79637
"948","other","1428",777888.65052,5762548.96247
"948","shops","1655",778279.66613,5743500.15352
"948","home","1926",776378,5759521
"949","home","0000",787014,5761317
"949","other","0134",792803.19879,5769441.31381
"949","home","0211",787014,5761317
"949","work","0410",789848.05453,5752795.44381
"949","home","1348",787014,5761317
"949","shops","1448",732598.98147,5756278.36455
"949","home","1641",787014,5761317
"950","home","0000",783080,5759004
"950","work","0427",777704.05806,5743980.73808
"950","home","1335",783080,5759004
"950","beach","1551",786985.47082,5748372.83646
"950","home","1750",783080,5759004
"951","home","0000",779542,5763706
"951","work","1049",793249.38427,5770567.6814
"951","home","1912",779542,5763706
"952","home","0000",784722,5758062
"952","work","0937",789434.99816,5751266.44194
"952","shops","1635",790670.88255,5752085.50432
"952","home","1802",784722,5758062
"952","shops","2115",792871.83966,5770473.28821
"952","home","2211",784722,5758062
"953","home","0000",782577,5759629
"953","other","0039",777888.65052,5762548.96247
"953","home","0312",782577,5759629
"953","shops","0913",789974.17245,5752810.54643
"953","home","1322",782577,5759629
"953","beach","1440",790861.74053,5752552.89152
"953","work","1740",790098.62271,5754759.19639
"953","home","2359",782577,5759629
"954","home","0000",771292,5760955
"954","beach","1126",790006.00295,5750945.9283
"954","work","1334",761289.50657,5762130.29619
"954","home","2155",771292,5760955
"955","home","0000",781560,5754655
"955","beach","1358",800742.88293,5757428.94421
"955","home","1535",781560,5754655
"955","work","1642",789434.99816,5751266.44194
"955","home","2359",781560,5754655
"956","home","0000",787559,5756302
"956","beach","1412",790006.00295,5750945.9283
"956","work","1614",790098.62271,5754759.19639
"956","home","2359",787559,5756302
"957","home","0000",781403,5755648
"957","work","0810",779012.88562,5744520.34118
"957","home","1609",781403,5755648
"958","home","0000",772981,5758846
"958","work","0625",790106.78926,5751427.52566
"958","beach","1458",790006.00295,5750945.9283
"958","shops","1740",777902.25512,5762634.6724
"958","home","1955",772981,5758846
"959","home","0000",772584,5760983
"959","other","0204",777888.65052,5762548.96247
"959","home","0519",772584,5760983
"959","shops","1040",759294.96025,5730628.35413
"959","beach","1249",783893.9946,5745788.90364
"959","home","1555",772584,5760983
"959","work","1729",786334.34808,5764005.76275
"959","home","2359",772584,5760983
"960","home","0000",778995,5754550
"960","other","0047",778154.87981,5743919.35957
"960","home","0302",778995,5754550
"960","work","0625",779513.96035,5746544.88888
"960","shops","1420",789974.17245,5752810.54643
"960","home","2055",778995,5754550
"961","home","0000",778634,5760377
"961","beach","1215",778237.06886,5743964.79164
"961","work","1758",778210.63486,5744138.97464
"961","home","2359",778634,5760377
"962","home","0000",780383,5753315
"962","work","0949",789434.99816,5751266.44194
"962","shops","1728",790357.10312,5752184.65303
"962","home","2115",780383,5753315
"963","home","0000",772211,5761693
"963","work","0806",761289.50657,5762130.29619
"963","shops","1723",761647.31617,5762952.48569
"963","home","1925",772211,5761693
"964","home","0000",787529,5753120
"964","work","0849",789848.05453,5752795.44381
"964","home","1620",787529,5753120
"965","home","0000",782117,5760855
"965","shops","0956",777902.25512,5762634.6724
"965","home","1325",782117,5760855
"965","shops","1428",777902.25512,5762634.6724
"965","home","1646",782117,5760855
"965","shops","1830",777902.25512,5762634.6724
"965","home","2101",782117,5760855
"966","home","0000",771821,5763964
"966","work","0917",779012.88562,5744520.34118
"966","home","1706",771821,5763964
"967","home","0000",784643,5764132
"967","work","0104",786334.34808,5764005.76275
"967","home","0928",784643,5764132
"967","shops","1125",789902.15203,5752276.48654
"967","home","1857",784643,5764132
"968","home","0000",779148,5758675
"968","work","1105",771120.82582,5738818.00056
"968","home","1907",779148,5758675
"969","home","0000",779584,5756891
"969","work","0904",779513.96035,5746544.88888
"969","home","1633",779584,5756891
"969","other","1849",778546.67853,5744446.73313
"969","home","2141",779584,5756891
"970","home","0000",788039,5762235
"970","shops","1018",777902.25512,5762634.6724
"970","home","1247",788039,5762235
"970","shops","1632",790357.10312,5752184.65303
"970","home","1915",788039,5762235
"971","home","0000",776770,5759710
"971","other","0028",778154.87981,5743919.35957
"971","home","0252",776770,5759710
"971","other","0508",778779.70651,5745319.61958
"971","home","0721",776770,5759710
"971","shops","1036",770351.40111,5738001.92605
"971","other","1352",777888.65052,5762548.96247
"971","home","1557",776770,5759710
"971","work","1745",790484.60538,5754857.18225
"971","home","2359",776770,5759710
"972","home","0000",775834,5758048
"972","other","0549",777888.65052,5762548.96247
"972","home","0652",775834,5758048
"972","work","0912",777704.05806,5743980.73808
"972","shops","1708",790357.10312,5752184.65303
"972","home","1838",775834,5758048
"973","home","0000",780259,5755660
"973","other","0223",778154.87981,5743919.35957
"973","work","0430",778463.2759,5744455.4553
"973","home","1345",780259,5755660
"973","shops","1550",790357.10312,5752184.65303
"973","home","1957",780259,5755660
"974","home","0000",777126,5763198
"974","work","0744",777196.72455,5744398.58775
"974","other","1401",777888.65052,5762548.96247
"974","home","1716",777126,5763198
"974","shops","2007",777902.25512,5762634.6724
"974","home","2210",777126,5763198
"975","home","0000",772983,5756614
"975","work","0955",786334.34808,5764005.76275
"975","home","1737",772983,5756614
"976","home","0000",780987,5760247
"976","work","0907",761856.89786,5763333.34179
"976","home","1639",780987,5760247
"976","other","1825",777888.65052,5762548.96247
"976","home","2053",780987,5760247
"977","home","0000",780014,5760364
"977","work","0847",790098.62271,5754759.19639
"977","home","1745",780014,5760364
"978","home","0000",779137,5755663
"978","work","0837",778649.17232,5743860.56825
"978","shops","1632",789902.15203,5752276.48654
"978","home","1903",779137,5755663
"979","home","0000",771791,5760744
"979","work","0840",761856.89786,5763333.34179
"979","shops","1704",777902.25512,5762634.6724
"979","home","1952",771791,5760744
"980","home","0000",778791,5755474
"980","shops","1126",777902.25512,5762634.6724
"980","home","1349",778791,5755474
"980","beach","1439",788528.10978,5750214.98843
"980","work","1603",789434.99816,5751266.44194
"980","home","2359",778791,5755474
"981","home","0000",781201,5754488
"981","other","0055",789863.66729,5753170.47836
"981","home","0249",781201,5754488
"981","other","0617",777888.65052,5762548.96247
"981","home","0917",781201,5754488
"981","other","1041",789863.66729,5753170.47836
"981","work","1203",789434.99816,5751266.44194
"981","home","2131",781201,5754488
"982","home","0000",776221,5760479
"982","other","0807",777888.65052,5762548.96247
"982","beach","1009",790861.74053,5752552.89152
"982","other","1253",777888.65052,5762548.96247
"982","shops","1546",777902.25512,5762634.6724
"982","work","1631",778210.63486,5744138.97464
"982","home","2359",776221,5760479
"983","home","0000",785899,5757857
"983","work","0811",790098.62271,5754759.19639
"983","shops","1716",790670.88255,5752085.50432
"983","home","1808",785899,5757857
"984","home","0000",771161,5764082
"984","shops","1028",778279.66613,5743500.15352
"984","beach","1309",790006.00295,5750945.9283
"984","shops","1555",789974.17245,5752810.54643
"984","work","1660",790106.78926,5751427.52566
"984","home","2359",771161,5764082
"985","home","0000",783417,5762587
"985","work","0819",786334.34808,5764005.76275
"985","shops","1703",792871.83966,5770473.28821
"985","home","1920",783417,5762587
"986","home","0000",786471,5761888
"986","other","0104",777888.65052,5762548.96247
"986","home","0429",786471,5761888
"986","work","0937",786334.34808,5764005.76275
"986","other","1646",778779.70651,5745319.61958
"986","home","1931",786471,5761888
"987","home","0000",779711,5763725
"987","other","0405",777888.65052,5762548.96247
"987","home","0709",779711,5763725
"987","work","0931",793249.38427,5770567.6814
"987","beach","1610",790861.74053,5752552.89152
"987","shops","1957",777902.25512,5762634.6724
"987","home","2328",779711,5763725
"988","home","0000",786221,5761581
"988","shops","0808",790505.64718,5752116.69154
"988","work","1047",786334.34808,5764005.76275
"988","shops","1824",792871.83966,5770473.28821
"988","home","2036",786221,5761581
"989","home","0000",780143,5760680
"989","other","0433",777888.65052,5762548.96247
"989","shops","0807",790357.10312,5752184.65303
"989","work","1115",790098.62271,5754759.19639
"989","home","1814",780143,5760680
"990","home","0000",772048,5763480
